"key";"ru";"es-MX"
"business.advertisements.deleteConfirm.title";"Удалить объявление?";"¿Eliminar anuncio?"
"business.advertisements.description";"Создавайте и управляйте объявлениями о ваших услугах. Добавляйте описания, фотографии, цены и расписание. Ваши объявления будут видны клиентам на маркетплейсе.";"Administra los anuncios de tus servicios"
"business.advertisements.loadError";"Ошибка загрузки";"Error al cargar"
"business.advertisements.myAds";"Мои объявления";"Mis anuncios"
"business.advertisements.myAdsDescription";"Управление вашими объявлениями на маркетплейсе";"Administra tus anuncios en el marketplace"
"business.advertisements.noAds";"Нет объявлений";"Sin anuncios"
"business.advertisements.noAdsDescription";"Создайте первое объявление для продвижения вашего бизнеса";"Crea tu primer anuncio para promocionar tu negocio"
"business.advertisements.noPhoto";"Нет фото";"Sin foto"
"business.advertisements.notifications.deleteError";"Не удалось удалить объявление";"No se pudo eliminar el anuncio"
"business.advertisements.notifications.deleteSuccess";"Объявление успешно удалено";"Anuncio eliminado correctamente"
"business.advertisements.notifications.loadError";"Не удалось загрузить объявление";"No se pudo cargar el anuncio"
"business.advertisements.purchase.back";"Назад";"Atrás"
"business.advertisements.purchase.buyButton";"Купить рекламу";"Comprar publicidad"
"business.advertisements.purchase.createAd";"Создать объявление";"Crear anuncio"
"business.advertisements.purchase.createFirst";"Сначала создайте обычное объявление, чтобы его можно было продвигать";"Primero crea un anuncio regular para poder promocionarlo"
"business.advertisements.purchase.days";"дней";"días"
"business.advertisements.purchase.description";"Выберите объявление для продвижения и пакет рекламы";"Elige un anuncio a promocionar y un paquete publicitario"
"business.advertisements.purchase.duration";"Срок действия";"Duración"
"business.advertisements.purchase.for";"за";"por"
"business.advertisements.purchase.noAdsToPromote";"Нет объявлений для продвижения";"No hay anuncios para promocionar"
"business.advertisements.purchase.notifications.activationError";"Не удалось активировать рекламу";"No se pudo activar la publicidad"
"business.advertisements.purchase.notifications.paymentCancelled";"Оплата отменена.";"Pago cancelado."
"business.advertisements.purchase.notifications.paymentError";"Ошибка при создании сессии оплаты";"Error al crear la sesión de pago"
"business.advertisements.purchase.notifications.paymentSuccess";"Оплата прошла успешно! Реклама активирована.";"¡Pago exitoso! Publicidad activada."
"business.advertisements.purchase.notifications.selectAdError";"Выберите объявление для продвижения";"Selecciona un anuncio a promocionar"
"business.advertisements.purchase.notifications.selectPackageError";"Выберите пакет рекламы";"Selecciona un paquete publicitario"
"business.advertisements.purchase.notifications.success";"Реклама активирована! Объявление отправлено на модерацию";"¡Publicidad activada! El anuncio se envió a moderación"
"business.advertisements.purchase.packages.basic.feature1";"7 дней размещения";"7 días de publicación"
"business.advertisements.purchase.packages.basic.feature2";"Ротация с другими объявлениями";"Rotación con otros anuncios"
"business.advertisements.purchase.packages.basic.feature3";"Статистика показов и кликов";"Estadísticas de impresiones y clics"
"business.advertisements.purchase.packages.basic.feature4";"Фильтрация по локации";"Filtro por ubicación"
"business.advertisements.purchase.packages.basic.name";"Базовый";"Básico"
"business.advertisements.purchase.packages.premium.feature1";"30 дней размещения";"30 días de publicación"
"business.advertisements.purchase.packages.premium.feature2";"Ротация с другими объявлениями";"Rotación con otros anuncios"
"business.advertisements.purchase.packages.premium.feature3";"Статистика показов и кликов";"Estadísticas de impresiones y clics"
"business.advertisements.purchase.packages.premium.feature4";"Фильтрация по локации";"Filtro por ubicación"
"business.advertisements.purchase.packages.premium.name";"Премиум";"Premium"
"business.advertisements.purchase.packages.standard.feature1";"14 дней размещения";"14 días de publicación"
"business.advertisements.purchase.packages.standard.feature2";"Ротация с другими объявлениями";"Rotación con otros anuncios"
"business.advertisements.purchase.packages.standard.feature3";"Статистика показов и кликов";"Estadísticas de impresiones y clics"
"business.advertisements.purchase.packages.standard.feature4";"Фильтрация по локации";"Filtro por ubicación"
"business.advertisements.purchase.packages.standard.name";"Стандартный";"Estándar"
"business.advertisements.purchase.pop";"Поп";"Pop"
"business.advertisements.purchase.popular";"Популярный";"Popular"
"business.advertisements.purchase.selectAd";"Выберите объявление для продвижения";"Selecciona un anuncio a promocionar"
"business.advertisements.purchase.selectPackage";"Выберите пакет";"Selecciona un paquete"
"business.advertisements.purchase.stripeDisabled";"Оплата через Stripe отключена администратором платформы. Покупка рекламы временно недоступна.";"Los pagos con Stripe están desactivados por el administrador de la plataforma. La compra de publicidad no está disponible por ahora."
"business.advertisements.purchase.successModal.advertisement";"Объявление";"Anuncio"
"business.advertisements.purchase.successModal.amount";"Сумма оплаты";"Monto del pago"
"business.advertisements.purchase.successModal.close";"Закрыть";"Cerrar"
"business.advertisements.purchase.successModal.duration";"Период действия";"Duración"
"business.advertisements.purchase.successModal.package";"Пакет";"Paquete"
